Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2016-100293;14/03/2016;18/03/2016;Standard Class;NF-18475;Neil Französisch;Home Office;United States;Jacksonville;Florida;32216;South;OFF-PA-10000176;91,056;6;0,2;31,8696;Cassandra Brandow
CA-2016-100706;16/12/2016;18/12/2016;Second Class;LE-16810;Laurel Elliston;Consumer;United States;Springfield;Virginia;22153;South;TEC-AC-10001314;99,98;2;0;7,9984;Cassandra Brandow
CA-2016-100706;16/12/2016;18/12/2016;Second Class;LE-16810;Laurel Elliston;Consumer;United States;Springfield;Virginia;22153;South;FUR-FU-10002268;29,46;6;0;9,7218;Cassandra Brandow
CA-2016-100895;02/06/2016;06/06/2016;Standard Class;SV-20785;Stewart Visinsky;Consumer;United States;Roswell;Georgia;30076;South;OFF-AR-10004511;8,56;2;0;2,6536;Cassandra Brandow
CA-2016-100895;02/06/2016;06/06/2016;Standard Class;SV-20785;Stewart Visinsky;Consumer;United States;Roswell;Georgia;30076;South;TEC-PH-10001425;239,97;3;0;67,1916;Cassandra Brandow
CA-2016-100895;02/06/2016;06/06/2016;Standard Class;SV-20785;Stewart Visinsky;Consumer;United States;Roswell;Georgia;30076;South;OFF-ST-10001490;356,94;2;0;107,082;Cassandra Brandow
CA-2016-100916;21/10/2016;26/10/2016;Standard Class;FH-14275;Frank Hawley;Corporate;United States;Newport News;Virginia;23602;South;OFF-ST-10003479;194,7;5;0;9,735;Cassandra Brandow
CA-2016-100916;21/10/2016;26/10/2016;Standard Class;FH-14275;Frank Hawley;Corporate;United States;Newport News;Virginia;23602;South;FUR-TA-10004607;591,32;4;0;112,3508;Cassandra Brandow
CA-2016-100916;21/10/2016;26/10/2016;Standard Class;FH-14275;Frank Hawley;Corporate;United States;Newport News;Virginia;23602;South;OFF-AR-10001022;2,84;1;0;0,8804;Cassandra Brandow
CA-2016-101266;27/08/2016;30/08/2016;Second Class;MM-17920;Michael Moore;Consumer;United States;Springfield;Virginia;22153;South;OFF-PA-10002986;13,36;2;0;6,4128;Cassandra Brandow
CA-2016-101560;28/11/2016;01/12/2016;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Columbia;South Carolina;29203;South;FUR-FU-10003773;397,6;5;0;43,736;Cassandra Brandow
CA-2016-101560;28/11/2016;01/12/2016;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Columbia;South Carolina;29203;South;OFF-PA-10001363;85,96;7;0;40,4012;Cassandra Brandow
CA-2016-101560;28/11/2016;01/12/2016;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Columbia;South Carolina;29203;South;OFF-AR-10004757;13,12;4;0;4,3296;Cassandra Brandow
CA-2016-101560;28/11/2016;01/12/2016;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Columbia;South Carolina;29203;South;OFF-BI-10000309;45,66;3;0;22,3734;Cassandra Brandow
CA-2016-101770;31/03/2016;04/04/2016;Standard Class;KB-16240;Karen Bern;Corporate;United States;Miami;Florida;33180;South;OFF-BI-10001097;1,869;1;0,7;-1,3083;Cassandra Brandow
CA-2016-102274;21/11/2016;26/11/2016;Standard Class;DH-13075;Dave Hallsten;Corporate;United States;Richmond;Kentucky;40475;South;TEC-PH-10002923;36,99;1;0;9,9873;Cassandra Brandow
CA-2016-102274;21/11/2016;26/11/2016;Standard Class;DH-13075;Dave Hallsten;Corporate;United States;Richmond;Kentucky;40475;South;OFF-PA-10004359;629,1;6;0;301,968;Cassandra Brandow
CA-2016-102274;21/11/2016;26/11/2016;Standard Class;DH-13075;Dave Hallsten;Corporate;United States;Richmond;Kentucky;40475;South;OFF-ST-10001511;193,95;3;0;9,6975;Cassandra Brandow
CA-2016-102274;21/11/2016;26/11/2016;Standard Class;DH-13075;Dave Hallsten;Corporate;United States;Richmond;Kentucky;40475;South;OFF-AR-10002833;5,46;3;0;1,4742;Cassandra Brandow
CA-2016-102673;01/11/2016;05/11/2016;Standard Class;KH-16630;Ken Heidel;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-FA-10003021;7,52;5;0,2;1,41;Cassandra Brandow
CA-2016-102673;01/11/2016;05/11/2016;Standard Class;KH-16630;Ken Heidel;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-AR-10000634;10,272;3;0,2;0,8988;Cassandra Brandow
CA-2016-102673;01/11/2016;05/11/2016;Standard Class;KH-16630;Ken Heidel;Corporate;United States;Charlotte;North Carolina;28205;South;OFF-LA-10001771;47,808;12;0,2;15,5376;Cassandra Brandow
CA-2016-102673;01/11/2016;05/11/2016;Standard Class;KH-16630;Ken Heidel;Corporate;United States;Charlotte;North Carolina;28205;South;TEC-PH-10004434;978,84;9;0,2;110,1195;Cassandra Brandow
CA-2016-102988;05/04/2016;09/04/2016;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;OFF-AR-10004757;22,96;7;0;7,5768;Cassandra Brandow
CA-2016-102988;05/04/2016;09/04/2016;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;TEC-PH-10001615;28,99;1;0;8,4071;Cassandra Brandow
CA-2016-102988;05/04/2016;09/04/2016;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;OFF-PA-10003349;12,96;2;0;6,3504;Cassandra Brandow
CA-2016-102988;05/04/2016;09/04/2016;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;OFF-AR-10000127;22,96;7;0;6,6584;Cassandra Brandow
CA-2016-102988;05/04/2016;09/04/2016;Second Class;GM-14695;Greg Maxwell;Corporate;United States;Alexandria;Virginia;22304;South;OFF-SU-10002881;4164,05;5;0;83,281;Cassandra Brandow
CA-2016-103317;05/07/2016;08/07/2016;First Class;DM-13525;Don Miller;Corporate;United States;Palm Coast;Florida;32137;South;FUR-FU-10001591;19,52;2;0,2;5,368;Cassandra Brandow
CA-2016-103317;05/07/2016;08/07/2016;First Class;DM-13525;Don Miller;Corporate;United States;Palm Coast;Florida;32137;South;OFF-BI-10001787;9,81;5;0,7;-6,867;Cassandra Brandow
CA-2016-103317;05/07/2016;08/07/2016;First Class;DM-13525;Don Miller;Corporate;United States;Palm Coast;Florida;32137;South;FUR-FU-10003192;213,216;3;0,2;15,9912;Cassandra Brandow
CA-2016-103366;15/01/2016;17/01/2016;First Class;EH-13990;Erica Hackney;Consumer;United States;Roswell;Georgia;30076;South;TEC-AC-10003628;149,95;5;0;65,978;Cassandra Brandow
CA-2016-103807;02/12/2016;09/12/2016;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sandy Springs;Georgia;30328;South;TEC-AC-10000199;5,95;1;0;0,833;Cassandra Brandow
CA-2016-103807;02/12/2016;09/12/2016;Standard Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Sandy Springs;Georgia;30328;South;OFF-PA-10002195;15,24;3;0;7,1628;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;TEC-PH-10004667;323,976;3;0,2;28,3479;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;OFF-LA-10000443;11,808;4;0,2;3,9852;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;OFF-ST-10000918;26,16;3;0,2;1,962;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;OFF-BI-10001196;33,57;5;0,7;-25,737;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;FUR-FU-10003981;4,992;3;0,2;1,3728;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;FUR-FU-10002508;20,016;3;0,2;5,5044;Cassandra Brandow
CA-2016-103989;19/03/2016;21/03/2016;First Class;MC-17605;Matt Connell;Corporate;United States;Lakeland;Florida;33801;South;TEC-AC-10002647;170,24;2;0,2;53,2;Cassandra Brandow
CA-2016-104283;27/06/2016;01/07/2016;Standard Class;LM-17065;Liz MacKendrick;Consumer;United States;Southaven;Mississippi;38671;South;OFF-ST-10004337;306,2;5;0;0;Cassandra Brandow
CA-2016-104283;27/06/2016;01/07/2016;Standard Class;LM-17065;Liz MacKendrick;Consumer;United States;Southaven;Mississippi;38671;South;FUR-TA-10001039;85,98;1;0;22,3548;Cassandra Brandow
CA-2016-104283;27/06/2016;01/07/2016;Standard Class;LM-17065;Liz MacKendrick;Consumer;United States;Southaven;Mississippi;38671;South;TEC-AC-10000109;223,96;4;0;53,7504;Cassandra Brandow
CA-2016-106054;06/01/2016;07/01/2016;First Class;JO-15145;Jack O'Briant;Corporate;United States;Athens;Georgia;30605;South;OFF-AR-10002399;12,78;3;0;5,2398;Cassandra Brandow
CA-2016-106810;14/05/2016;20/05/2016;Standard Class;AJ-10795;Anthony Johnson;Corporate;United States;Saint Petersburg;Florida;33710;South;FUR-FU-10004306;310,88;2;0,2;23,316;Cassandra Brandow
CA-2016-107573;12/12/2016;17/12/2016;Standard Class;PB-19150;Philip Brown;Consumer;United States;Miami;Florida;33178;South;OFF-EN-10001099;23,472;3;0,2;7,6284;Cassandra Brandow
CA-2016-107811;29/04/2016;03/05/2016;Standard Class;LA-16780;Laura Armstrong;Corporate;United States;Memphis;Tennessee;38109;South;FUR-CH-10001394;561,584;2;0,2;70,198;Cassandra Brandow
CA-2016-107811;29/04/2016;03/05/2016;Standard Class;LA-16780;Laura Armstrong;Corporate;United States;Memphis;Tennessee;38109;South;OFF-ST-10000798;99,92;5;0,2;-1,249;Cassandra Brandow
CA-2016-108707;24/10/2016;29/10/2016;Standard Class;DB-12910;Daniel Byrd;Home Office;United States;Fort Lauderdale;Florida;33311;South;OFF-PA-10000788;10,368;2;0,2;3,6288;Cassandra Brandow
CA-2016-109043;15/08/2016;17/08/2016;First Class;CS-12355;Christine Sundaresam;Consumer;United States;Hollywood;Florida;33021;South;OFF-PA-10000312;91,36;5;0,2;29,692;Cassandra Brandow
CA-2016-109043;15/08/2016;17/08/2016;First Class;CS-12355;Christine Sundaresam;Consumer;United States;Hollywood;Florida;33021;South;OFF-AP-10004708;152,24;5;0,2;17,127;Cassandra Brandow
CA-2016-109232;13/01/2016;16/01/2016;Second Class;ND-18370;Natalie DeCherney;Consumer;United States;Mount Pleasant;South Carolina;29464;South;FUR-CH-10000422;545,94;6;0;87,3504;Cassandra Brandow
CA-2016-110100;25/04/2016;29/04/2016;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Wilmington;North Carolina;28403;South;TEC-PH-10004531;302,376;3;0,2;37,797;Cassandra Brandow
CA-2016-110408;18/10/2016;20/10/2016;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;OFF-ST-10001522;275,97;3;0;11,0388;Cassandra Brandow
CA-2016-110408;18/10/2016;20/10/2016;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;TEC-PH-10002352;1394,95;5;0;362,687;Cassandra Brandow
CA-2016-110408;18/10/2016;20/10/2016;Second Class;AS-10225;Alan Schoenberger;Corporate;United States;Montgomery;Alabama;36116;South;FUR-CH-10003774;545,88;6;0;70,9644;Cassandra Brandow
CA-2016-110422;21/01/2016;23/01/2016;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Miami;Florida;33180;South;FUR-FU-10001889;25,248;3;0,2;4,1028;Cassandra Brandow
CA-2016-111500;17/08/2016;21/08/2016;Standard Class;DJ-13510;Don Jones;Corporate;United States;Little Rock;Arkansas;72209;South;OFF-PA-10000595;114,2;5;0;52,532;Cassandra Brandow
CA-2016-111500;17/08/2016;21/08/2016;Standard Class;DJ-13510;Don Jones;Corporate;United States;Little Rock;Arkansas;72209;South;OFF-BI-10000829;17,96;4;0;8,2616;Cassandra Brandow
CA-2016-111500;17/08/2016;21/08/2016;Standard Class;DJ-13510;Don Jones;Corporate;United States;Little Rock;Arkansas;72209;South;OFF-FA-10002676;12,67;7;0;4,5612;Cassandra Brandow
CA-2016-111500;17/08/2016;21/08/2016;Standard Class;DJ-13510;Don Jones;Corporate;United States;Little Rock;Arkansas;72209;South;TEC-AC-10000844;339,96;4;0;122,3856;Cassandra Brandow
CA-2016-111934;05/05/2016;07/05/2016;First Class;GD-14590;Giulietta Dortch;Corporate;United States;Arlington;Virginia;22204;South;OFF-BI-10004364;11,88;2;0;5,346;Cassandra Brandow
CA-2016-111934;05/05/2016;07/05/2016;First Class;GD-14590;Giulietta Dortch;Corporate;United States;Arlington;Virginia;22204;South;OFF-PA-10000474;35,44;1;0;16,6568;Cassandra Brandow
